id,hour,minute,second,millis,yaw,pressure
3350,15,46,43,27874,-7.48,0.0
3351,15,46,43,27978,-18.38,0.0
3352,15,46,43,28080,-5.55,0.0
3353,15,46,43,28181,4.94,0.0
3354,15,46,43,28284,9.87,0.0
3355,15,46,43,28388,18.57,0.0
3356,15,46,43,28492,15.98,561.0
3357,15,46,44,28595,4.43,660.0
3358,15,46,44,28698,-1.77,679.0
3359,15,46,44,28801,-2.44,457.0
3360,15,46,44,28901,-6.41,0.0
3361,15,46,44,29005,-24.26,0.0
3362,15,46,44,29108,-10.2,0.0
3363,15,46,44,29209,2.21,0.0
3364,15,46,44,29311,8.65,0.0
3365,15,46,44,29415,25.59,0.0
3366,15,46,44,29519,1.38,687.0
3367,15,46,45,29621,0.14,740.0
3368,15,46,45,29725,-0.34,727.0
3369,15,46,45,29827,-1.36,499.0
3370,15,46,45,29930,-5.7,0.0
3371,15,46,45,30032,-20.55,0.0
3372,15,46,45,30133,-9.41,0.0
3373,15,46,45,30236,2.2,0.0
3374,15,46,45,30339,10.6,0.0
3375,15,46,45,30443,25.59,0.0
3376,15,46,45,30547,-3.26,576.0
3377,15,46,46,30649,-1.64,477.0
3378,15,46,46,30752,-1.14,415.0
3379,15,46,46,30854,-2.42,0.0
3380,15,46,46,30957,-18.35,0.0
3381,15,46,46,31060,-11.66,0.0
3382,15,46,46,31161,-1.27,0.0
3383,15,46,46,31263,6.6,0.0
3384,15,46,46,31366,15.05,0.0
3385,15,46,46,31473,-10.73,607.0
3386,15,46,46,31575,3.37,724.0
3387,15,46,47,31678,-1.88,653.0
3388,15,46,47,31780,-1.77,562.0
3389,15,46,47,31880,-5.85,0.0
3390,15,46,47,31985,-23.16,0.0
3391,15,46,47,32086,-8.85,0.0
3392,15,46,47,32188,0.84,0.0
3393,15,46,47,32291,9.4,0.0
3394,15,46,47,32397,25.84,800.0
3395,15,46,47,32498,1.96,619.0
3396,15,46,48,32601,0.47,575.0
3397,15,46,48,32705,-2.69,496.0
3398,15,46,48,32808,-7.1,113.0
3399,15,46,48,32909,-16.12,0.0
3400,15,46,48,33011,-10.0,0.0
3401,15,46,48,33114,-0.55,0.0
3402,15,46,48,33216,6.42,0.0
3403,15,46,48,33319,17.95,0.0
3404,15,46,48,33423,13.98,490.0
3405,15,46,48,33526,4.76,587.0
3406,15,46,49,33629,-3.43,586.0
3407,15,46,49,33732,-0.89,511.0
3408,15,46,49,33833,-4.69,0.0
3409,15,46,49,33937,-20.86,0.0
3410,15,46,49,34039,-10.75,0.0
3411,15,46,49,34140,2.14,0.0
3412,15,46,49,34244,10.96,0.0
3413,15,46,49,34347,25.59,0.0
3414,15,46,49,34449,1.76,705.0
3415,15,46,49,34553,1.14,618.0
3416,15,46,50,34657,-0.8,577.0
3417,15,46,50,34759,-5.32,174.0
3418,15,46,50,34862,-13.27,0.0
3419,15,46,50,34963,-11.42,1.0
3420,15,46,50,35066,-2.24,0.0
3421,15,46,50,35168,6.67,0.0
3422,15,46,50,35271,23.08,0.0
3423,15,46,50,35375,7.64,272.0
3424,15,46,50,35477,1.24,400.0
3425,15,46,50,35581,-1.9,327.0
3426,15,46,51,35684,-2.58,270.0
3427,15,46,51,35785,-6.04,0.0
3428,15,46,51,35889,-14.3,0.0
3429,15,46,51,35991,-5.28,0.0
3430,15,46,51,36092,0.47,0.0
3431,15,46,51,36195,4.37,0.0
3432,15,46,51,36298,25.59,0.0
3433,15,46,51,36401,2.88,721.0
3434,15,46,51,36505,2.11,633.0
3435,15,46,52,36609,-0.24,554.0
3436,15,46,52,36712,-4.11,291.0
3437,15,46,52,36812,-8.1,1.0
3438,15,46,52,36914,-4.86,0.0
3439,15,46,52,37017,-5.64,0.0
3440,15,46,52,37119,2.86,0.0
3441,15,46,52,37223,23.24,0.0
3442,15,46,52,37327,-7.05,705.0
3443,15,46,52,37430,7.42,291.0
3444,15,46,52,37531,-2.87,0.0
3445,15,46,53,37634,-10.86,0.0
3446,15,46,53,37737,24.21,0.0
3447,15,46,53,37840,-12.11,0.0
3448,15,46,53,37941,-5.52,0.0
3449,15,46,53,38045,-11.27,0.0
3450,15,46,53,38147,-3.8,0.0
3451,15,46,53,38250,25.84,0.0
3452,15,46,53,38355,-2.25,393.0
3453,15,46,53,38456,-5.13,0.0
3454,15,46,53,38560,-12.21,0.0
3455,15,46,54,38661,-4.83,0.0
3456,15,46,54,38764,25.84,0.0
3457,15,46,54,38868,-5.7,717.0
3458,15,46,54,38969,-3.66,0.0
3459,15,46,54,39072,-10.71,0.0
3460,15,46,54,39175,-5.47,0.0
3461,15,46,54,39277,25.84,0.0
3462,15,46,54,39382,-2.7,350.0
3463,15,46,54,39483,-4.93,0.0
3464,15,46,55,39585,-9.95,0.0
3465,15,46,55,39688,6.49,0.0
3466,15,46,55,39794,-1.42,792.0
3467,15,46,55,39895,3.82,353.0
3468,15,46,55,39997,-7.46,0.0
3469,15,46,55,40099,-7.96,1.0
3470,15,46,55,40201,12.65,0.0
3471,15,46,55,40307,-8.5,756.0
3472,15,46,55,40408,0.63,628.0
3473,15,46,55,40509,0.05,0.0
3474,15,46,56,40614,-5.28,1.0
3475,15,46,56,40715,-1.22,0.0
3476,15,46,56,40821,-5.1,732.0
3477,15,46,56,40920,2.54,0.0
3478,15,46,56,41023,-9.26,1.0
3479,15,46,56,41127,-8.49,0.0
3480,15,46,56,41229,25.84,1.0
3481,15,46,56,41335,-10.07,594.0
3482,15,46,56,41435,-0.51,613.0
3483,15,46,56,41538,-2.45,97.0
3484,15,46,57,41640,-9.1,0.0
3485,15,46,57,41744,-12.52,0.0
3486,15,46,57,41845,-9.36,0.0
3487,15,46,57,41948,-3.54,0.0
3488,15,46,57,42049,3.78,0.0
3489,15,46,57,42153,15.53,0.0
3490,15,46,57,42259,20.03,538.0
3491,15,46,57,42359,4.68,148.0
3492,15,46,57,42460,0.81,0.0
3493,15,46,57,42564,14.5,0.0
3494,15,46,58,42666,7.66,0.0
3495,15,46,58,42770,-0.41,0.0
3496,15,46,58,42872,-0.03,0.0
3497,15,46,58,42975,-0.8,0.0
3498,15,46,58,43077,0.09,0.0
3499,15,46,58,43182,-0.32,0.0
