id,hour,minute,second,millis,yaw,pressure
3870,15,41,3,41435,4.51,0.0
3871,15,41,3,41541,-3.41,567.0
3872,15,41,3,41642,-9.24,1.0
3873,15,41,3,41745,-15.62,0.0
3874,15,41,3,41847,13.77,0.0
3875,15,41,3,41953,-25.43,506.0
3876,15,41,3,42054,-10.51,0.0
3877,15,41,3,42155,-7.91,0.0
3878,15,41,3,42261,-18.15,777.0
3879,15,41,3,42361,-0.64,0.0
3880,15,41,4,42464,-10.11,0.0
3881,15,41,4,42567,-2.64,0.0
3882,15,41,4,42669,25.63,0.0
3883,15,41,4,42771,2.38,0.0
3884,15,41,4,42876,-12.48,0.0
3885,15,41,4,42976,6.64,0.0
3886,15,41,4,43082,-1.27,236.0
3887,15,41,4,43184,-13.07,0.0
3888,15,41,4,43285,-5.61,0.0
3889,15,41,4,43388,6.53,720.0
3890,15,41,5,43491,-3.7,0.0
3891,15,41,5,43594,-13.3,0.0
3892,15,41,5,43697,-12.39,0.0
3893,15,41,5,43799,-0.82,0.0
3894,15,41,5,43902,25.59,0.0
3895,15,41,5,44004,6.44,0.0
3896,15,41,5,44108,-15.52,0.0
3897,15,41,5,44211,-13.58,0.0
3898,15,41,5,44311,5.51,0.0
3899,15,41,5,44419,-13.48,532.0
3900,15,41,6,44519,-2.84,0.0
3901,15,41,6,44622,-12.54,0.0
3902,15,41,6,44724,-4.75,0.0
3903,15,41,6,44826,25.81,0.0
3904,15,41,6,44929,5.44,0.0
3905,15,41,6,45031,-9.1,0.0
3906,15,41,6,45136,-10.3,0.0
3907,15,41,6,45237,-4.88,0.0
3908,15,41,6,45339,5.22,0.0
3909,15,41,7,45442,25.59,0.0
3910,15,41,7,45543,7.19,0.0
3911,15,41,7,45647,-9.06,0.0
3912,15,41,7,45750,15.91,0.0
3913,15,41,7,45855,4.71,297.0
3914,15,41,7,45956,-3.04,0.0
3915,15,41,7,46059,-16.18,0.0
3916,15,41,7,46163,-10.6,1.0
3917,15,41,7,46264,-4.33,0.0
3918,15,41,7,46366,1.17,0.0
3919,15,41,8,46470,25.59,0.0
3920,15,41,8,46572,3.25,0.0
3921,15,41,8,46677,-13.86,0.0
3922,15,41,8,46778,13.85,0.0
3923,15,41,8,46882,4.44,266.0
3924,15,41,8,46985,-12.43,0.0
3925,15,41,8,47087,-25.01,0.0
3926,15,41,8,47190,-16.18,0.0
3927,15,41,8,47292,17.47,0.0
3928,15,41,8,47394,13.75,0.0
3929,15,41,9,47497,12.91,0.0
3930,15,41,9,47601,-17.18,0.0
3931,15,41,9,47704,-25.43,0.0
3932,15,41,9,47807,-25.68,0.0
3933,15,41,9,47906,8.94,0.0
3934,15,41,9,48010,13.78,0.0
3935,15,41,9,48113,13.56,0.0
3936,15,41,9,48216,23.93,0.0
3937,15,41,9,48318,25.84,0.0
3938,15,41,10,48420,23.13,0.0
3939,15,41,10,48524,16.11,0.0
3940,15,41,10,48627,11.53,0.0
3941,15,41,10,48728,8.66,0.0
3942,15,41,10,48831,-2.61,0.0
3943,15,41,10,48936,-12.33,0.0
3944,15,41,10,49039,-17.5,0.0
3945,15,41,10,49141,-21.67,0.0
3946,15,41,10,49244,-21.13,0.0
3947,15,41,10,49347,-15.54,0.0
3948,15,41,11,49450,-12.05,0.0
3949,15,41,11,49551,-9.78,0.0
3950,15,41,11,49655,-10.57,0.0
3951,15,41,11,49756,-9.23,0.0
3952,15,41,11,49858,1.76,0.0
3953,15,41,11,49961,6.81,0.0
3954,15,41,11,50064,25.59,1.0
3955,15,41,11,50167,25.84,0.0
3956,15,41,11,50270,25.59,0.0
3957,15,41,11,50374,-21.31,0.0
3958,15,41,12,50477,-25.43,0.0
3959,15,41,12,50580,-25.68,0.0
3960,15,41,12,50682,-25.68,0.0
3961,15,41,12,50784,-23.24,1.0
3962,15,41,12,50885,1.91,0.0
3963,15,41,12,50988,7.78,0.0
3964,15,41,12,51091,8.35,0.0
3965,15,41,12,51194,11.89,0.0
3966,15,41,12,51297,17.06,0.0
3967,15,41,12,51400,25.84,0.0
3968,15,41,13,51503,25.59,0.0
3969,15,41,13,51606,25.59,0.0
3970,15,41,13,51708,26.1,0.0
3971,15,41,13,51812,-14.6,0.0
3972,15,41,13,51915,-25.68,0.0
3973,15,41,13,52018,-25.43,0.0
3974,15,41,13,52119,-19.2,0.0
3975,15,41,13,52222,-1.37,0.0
3976,15,41,13,52323,6.59,0.0
3977,15,41,14,52427,8.04,0.0
3978,15,41,14,52529,14.42,0.0
3979,15,41,14,52633,25.59,0.0
3980,15,41,14,52736,25.84,0.0
3981,15,41,14,52838,14.87,0.0
3982,15,41,14,52942,-10.19,0.0
3983,15,41,14,53044,-21.72,0.0
3984,15,41,14,53147,-22.05,0.0
3985,15,41,14,53250,-19.16,0.0
3986,15,41,14,53353,-12.63,0.0
3987,15,41,15,53453,1.4,0.0
3988,15,41,15,53556,6.82,0.0
3989,15,41,15,53660,23.07,0.0
3990,15,41,15,53762,25.84,0.0
3991,15,41,15,53865,15.97,0.0
3992,15,41,15,53968,12.02,0.0
3993,15,41,15,54070,3.43,0.0
3994,15,41,15,54173,0.46,0.0
3995,15,41,15,54276,-0.45,0.0
3996,15,41,15,54379,-0.19,0.0
3997,15,41,16,54480,0.04,0.0
3998,15,41,16,54582,0.13,0.0
