id,hour,minute,second,millis,yaw,pressure
405,15,37,57,43892,25.59,0.0
406,15,37,58,43995,25.59,0.0
407,15,37,58,44098,8.68,134.0
408,15,37,58,44201,-2.28,0.0
409,15,37,58,44304,-4.11,0.0
410,15,37,58,44406,-8.19,0.0
411,15,37,58,44509,-20.55,0.0
412,15,37,58,44613,-25.68,0.0
413,15,37,58,44715,-25.43,0.0
414,15,37,58,44818,-14.29,0.0
415,15,37,59,44920,-3.68,0.0
416,15,37,59,45021,2.45,0.0
417,15,37,59,45124,2.78,0.0
418,15,37,59,45226,7.01,0.0
419,15,37,59,45330,15.42,0.0
420,15,37,59,45432,10.95,0.0
421,15,37,59,45535,6.15,0.0
422,15,37,59,45637,9.66,0.0
423,15,37,59,45740,25.59,0.0
424,15,37,59,45847,-22.03,478.0
425,15,38,0,45947,0.87,405.0
426,15,38,0,46051,-1.28,498.0
427,15,38,0,46153,3.06,276.0
428,15,38,0,46254,1.63,0.0
429,15,38,0,46358,-12.67,0.0
430,15,38,0,46462,-11.99,0.0
431,15,38,0,46562,-8.16,0.0
432,15,38,0,46667,-5.31,0.0
433,15,38,0,46769,-0.96,0.0
434,15,38,0,46872,-1.07,0.0
435,15,38,1,46973,-1.35,0.0
436,15,38,1,47076,-3.09,0.0
437,15,38,1,47179,-4.52,0.0
438,15,38,1,47281,0.86,0.0
439,15,38,1,47385,14.6,0.0
440,15,38,1,47488,25.59,0.0
441,15,38,1,47593,10.29,570.0
442,15,38,1,47695,4.99,249.0
443,15,38,1,47795,0.52,0.0
444,15,38,1,47898,-3.18,0.0
445,15,38,2,48002,-11.89,0.0
446,15,38,2,48105,-12.73,0.0
447,15,38,2,48207,-9.51,0.0
448,15,38,2,48309,-5.09,1.0
449,15,38,2,48412,-1.98,0.0
450,15,38,2,48514,2.58,0.0
451,15,38,2,48618,10.26,0.0
452,15,38,2,48721,25.59,0.0
453,15,38,2,48825,-3.19,508.0
454,15,38,3,48926,2.05,309.0
455,15,38,3,49031,-0.13,143.0
456,15,38,3,49131,-2.83,0.0
457,15,38,3,49235,-15.75,0.0
458,15,38,3,49337,-7.81,0.0
459,15,38,3,49440,26.1,673.0
460,15,38,3,49542,4.02,0.0
461,15,38,3,49645,-9.95,0.0
462,15,38,3,49747,-14.32,0.0
463,15,38,3,49850,-1.53,0.0
464,15,38,4,49953,26.1,0.0
465,15,38,4,50057,4.66,377.0
466,15,38,4,50158,1.37,245.0
467,15,38,4,50263,3.13,162.0
468,15,38,4,50362,4.62,0.0
469,15,38,4,50467,-2.25,0.0
470,15,38,4,50569,-7.41,0.0
471,15,38,4,50672,-9.8,0.0
472,15,38,4,50774,-9.36,0.0
473,15,38,4,50877,-7.86,0.0
474,15,38,5,50979,-7.34,0.0
475,15,38,5,51082,-3.15,0.0
476,15,38,5,51185,3.41,0.0
477,15,38,5,51289,22.89,0.0
478,15,38,5,51392,2.36,523.0
479,15,38,5,51494,4.24,446.0
480,15,38,5,51597,0.88,347.0
481,15,38,5,51700,4.7,113.0
482,15,38,5,51802,-5.68,0.0
483,15,38,6,51906,-11.94,0.0
484,15,38,6,52008,-17.94,0.0
485,15,38,6,52110,-8.47,0.0
486,15,38,6,52212,25.84,0.0
487,15,38,6,52317,-6.86,329.0
488,15,38,6,52419,2.79,234.0
489,15,38,6,52521,0.06,222.0
490,15,38,6,52624,-3.2,0.0
491,15,38,6,52727,-16.33,0.0
492,15,38,6,52829,-7.41,0.0
493,15,38,7,52931,25.84,0.0
494,15,38,7,53036,0.93,317.0
495,15,38,7,53137,5.05,0.0
496,15,38,7,53240,-5.87,0.0
497,15,38,7,53344,-10.88,0.0
498,15,38,7,53447,-11.47,0.0
499,15,38,7,53548,-7.62,0.0
